Gene,p.value,P.adjusted.BH,logFC,Gene.symbol
241762_at,7.15e-13,1.2e-10,1.82697023,FBXO32
241769_at,9.4e-11,5.76e-09,1.24526683,nan
241780_at,2.12e-13,4.56e-11,1.58529069,nan
241789_at,9.06e-08,8.3e-07,1.14665304,RBMS3
241808_at,5.58e-13,9.82e-11,1.16261303,ZC2HC1A
241824_at,3.51e-05,9.49e-05,1.0663824,nan
241864_x_at,1.38e-08,2.26e-07,1.14257158,nan
241872_at,3.33e-18,1.52e-14,2.38202317,nan
241891_at,0.000463391,0.000938889,1.18100704,nan
241916_at,1.1e-09,3.77e-08,1.4983694,nan
241994_at,0.005584674,0.009019912,1.18246116,XDH
242052_at,3.82e-11,2.86e-09,1.94567226,nan
242228_at,1.6e-10,8.89e-09,1.33211823,BICD1
242234_at,6.68e-09,1.36e-07,1.00575149,XAF1
242268_at,0.001498228,0.002711719,1.02727368,CELF2
242396_at,1.46e-09,4.63e-08,1.08759582,NR2F2
242397_at,8.71e-13,1.4e-10,2.47918252,nan
242418_at,1.82e-11,1.56e-09,1.06238533,C2orf27A
242447_at,1.24e-05,3.91e-05,1.18056076,C3orf70
242471_at,2.95e-07,1.95e-06,1.32200274,nan
242558_at,7.75e-10,2.94e-08,1.02442362,nan
242598_at,2.5e-09,6.83e-08,1.39538834,nan
242625_at,9.93e-13,1.55e-10,1.88436568,RSAD2
242699_at,3.55e-09,8.66e-08,1.36287618,nan
242814_at,2.07e-05,6.04e-05,1.16021844,SERPINB9
242836_at,0.000654206,0.001282124,1.25660807,nan
242853_at,2.64e-07,1.8e-06,1.139321,nan
242881_x_at,1.5e-06,6.79e-06,1.34782224,DUXAP10
242903_at,2.67e-06,1.08e-05,1.12936051,IFNGR1
242907_at,8.46e-07,4.35e-06,1.71745048,GBP2
242943_at,7.39e-06,2.51e-05,1.42687372,ST8SIA4
242974_at,3.57e-07,2.24e-06,1.02454052,CD47
242979_at,3.19e-16,3.63e-13,1.41783883,IRS1
243041_s_at,1.28e-07,1.06e-06,1.02704727,nan
243140_at,4.49e-06,1.65e-05,1.56347311,ACTA2
243149_at,2.49e-08,3.37e-07,1.095335,nan
243178_at,8.58e-07,4.4e-06,1.04709649,nan
243252_at,1.45e-11,1.32e-09,1.29977255,nan
243271_at,9.74e-07,4.84e-06,1.1185356,nan
243296_at,0.000272777,0.000581883,1.06736706,NAMPT
243395_at,1.34e-06,6.22e-06,1.49513688,nan
243409_at,3.96e-09,9.35e-08,1.068729,FOXL1
243756_at,1.83e-08,2.74e-07,1.2475628,nan
243764_at,9.16e-06,3.01e-05,1.7832075,VSIG1
243864_at,8.61e-08,8e-07,1.37702446,CCDC80
243931_at,2.93e-08,3.76e-07,1.41044213,nan
243940_at,2.01e-10,1.06e-08,1.72443724,TSHZ2
244050_at,6.51e-08,6.55e-07,1.55002182,HACD4
244056_at,2.06e-08,2.96e-07,1.76665198,SFTA2
244061_at,0.003910001,0.00649963,1.04177483,nan
244181_at,1.28e-05,4.01e-05,1.14381373,nan
244356_at,1.21e-09,4.01e-08,1.00675473,nan
244420_at,7.84e-14,2.09e-11,1.6622195,nan
244455_at,1.04e-09,3.62e-08,1.40389266,KCNT2
244521_at,2.58e-06,1.05e-05,1.02433889,TSHZ2
244548_at,3.94e-08,4.61e-07,1.33821667,nan
244579_at,1.56e-10,8.76e-09,1.40667108,nan
244612_at,5.96e-05,0.000150591,1.12854462,nan
244780_at,3.28e-10,1.54e-08,1.74270218,SGPP2
244885_at,0.001449915,0.002631069,1.06272738,EBF2
31845_at,2.83e-07,1.89e-06,1.40465293,ELF4
32069_at,6.22e-08,6.35e-07,1.06765858,N4BP1
32128_at,2.14e-06,9.04e-06,1.95040224,CCL18
33322_i_at,6.18e-11,4.17e-09,2.27326457,SFN
33323_r_at,4.63e-11,3.34e-09,2.68209458,SFN
34210_at,3.11e-05,8.55e-05,2.05850932,CD52
36711_at,7.66e-05,0.000187971,1.18262282,MAFF
37005_at,1.37e-10,7.88e-09,1.61720276,MINOS1-NBL1///NBL1
37020_at,2.09e-07,1.52e-06,2.20831817,CRP
37408_at,4.81e-13,8.71e-11,1.38586244,MRC2
37512_at,0.000875999,0.001666385,1.06349552,HSD17B6
37892_at,3.27e-17,6.38e-14,4.41625423,COL11A1
38241_at,2.41e-06,9.93e-06,1.54884177,BTN3A3
40148_at,1.41e-11,1.3e-09,1.06884163,APBB2
40665_at,2.38e-05,6.8e-05,1.07023086,FMO3
41469_at,2.15e-07,1.55e-06,1.34973762,PI3
47550_at,1.64e-12,2.33e-10,1.29944722,LZTS1
57588_at,7.58e-16,6e-13,1.5150338,SLC24A3
60474_at,8.6e-09,1.62e-07,1.6553761,FERMT1
61734_at,1.26e-11,1.18e-09,1.21191843,RCN3
AFFX-HSAC07/X00351_3_at,2.04e-08,2.94e-07,1.14126063,ACTB
AFFX-HSAC07/X00351_5_at,1e-06,4.95e-06,1.2156457,ACTB
AFFX-HSAC07/X00351_M_at,3.87e-07,2.38e-06,1.20515425,ACTB
AFFX-HUMISGF3A/M97935_3_at,8.4e-07,4.33e-06,1.05940509,STAT1
